run,game,pass,turn,level,turns_since_level_start,rounds,asst_chars,loose,any_field,World model,Goal model,Action model,Recent findings,Open questions,Plan,Cross-level notes
20260831_083143_remove_model_headings_and_game_priors,bp35-0a0ad940,4,3,1,2,1,447,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,bp35-0a0ad940,4,4,1,3,1,297,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,bp35-0a0ad940,4,5,1,4,1,517,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,bp35-0a0ad940,4,6,1,5,2,889,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,bp35-0a0ad940,4,7,1,6,3,1000,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,bp35-0a0ad940,4,8,1,7,1,312,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,bp35-0a0ad940,4,9,1,8,1,210,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,bp35-0a0ad940,4,10,1,9,4,1489,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,bp35-0a0ad940,4,11,1,10,1,440,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,bp35-0a0ad940,4,12,1,11,1,277,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,bp35-0a0ad940,4,13,1,12,2,794,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,bp35-0a0ad940,4,14,2,0,1,433,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,bp35-0a0ad940,4,15,2,1,1,913,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,bp35-0a0ad940,4,16,2,2,5,3768,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,bp35-0a0ad940,4,17,2,3,1,220,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,bp35-0a0ad940,4,18,2,4,1,418,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,bp35-0a0ad940,4,19,2,5,4,1831,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,bp35-0a0ad940,4,20,2,6,7,3553,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,1,1,0,1,116,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,2,1,1,1,98,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,3,1,2,1,94,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,4,1,3,1,122,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,5,1,4,1,178,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,6,1,5,1,105,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,7,1,6,1,215,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,8,1,7,1,176,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,9,1,8,2,665,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,10,1,9,1,360,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,11,1,10,1,219,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,12,1,11,1,204,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,13,1,12,1,423,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,14,1,13,1,199,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,15,1,14,1,522,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,16,1,15,1,512,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,17,1,16,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,18,2,0,1,242,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,19,2,1,1,475,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,20,2,2,1,191,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,21,2,3,4,784,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,22,3,0,1,292,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,23,3,1,1,429,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,24,3,2,1,170,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,25,3,3,1,89,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,26,3,4,2,414,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,27,3,5,3,623,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,0,28,3,6,10,1985,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,1,1,0,1,923,1,1,1,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,2,1,1,1,217,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,3,1,2,1,223,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,4,1,3,1,264,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,5,1,4,1,562,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,6,1,5,1,127,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,7,1,6,1,250,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,8,1,7,1,591,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,9,1,8,1,321,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,10,1,9,1,325,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,11,1,10,1,232,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,12,1,11,1,287,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,13,1,12,1,310,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,14,1,13,1,416,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,15,1,14,1,353,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,16,2,0,1,123,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,17,2,1,1,754,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,18,2,2,1,309,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,19,2,3,1,191,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,20,2,4,1,347,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,21,3,0,1,571,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,22,3,1,1,810,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,23,3,2,1,493,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,24,3,3,1,194,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,25,3,4,4,1592,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,26,3,5,1,426,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,27,3,6,3,1580,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,28,3,7,1,480,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,29,3,8,1,95,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,30,3,9,1,315,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,31,3,10,1,282,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,32,3,11,1,396,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,33,3,12,9,2981,1,1,0,0,0,0,0,1,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,34,3,13,1,234,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,1,35,3,14,1,155,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,4,1,3,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,5,1,4,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,6,1,5,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,7,1,6,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,8,1,7,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,9,1,8,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,10,1,9,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,11,1,10,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,12,1,11,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,13,1,12,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,14,1,13,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,15,1,14,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,16,1,15,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,17,1,16,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,18,1,17,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,19,1,18,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,20,1,19,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,21,1,20,3,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,22,1,21,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,23,2,0,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,24,2,1,2,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,25,2,2,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,26,2,3,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,27,2,4,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,28,2,5,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,29,2,6,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,30,2,7,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,31,2,8,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,32,2,9,1,105,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,33,2,10,4,669,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,34,2,11,1,192,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,35,2,12,2,318,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,36,2,13,3,501,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,37,2,14,1,60,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,2,38,2,15,4,767,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,1,1,0,1,442,1,1,1,0,0,0,0,1,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,2,1,1,1,206,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,3,1,2,1,340,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,4,1,3,1,353,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,5,1,4,1,505,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,6,1,5,2,707,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,7,1,6,1,332,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,8,1,7,1,671,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,9,1,8,1,133,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,10,1,9,1,218,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,11,1,10,1,67,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,12,1,11,1,97,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,13,1,12,1,475,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,14,1,13,1,293,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,15,1,14,1,437,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,16,1,15,1,225,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,17,1,16,1,287,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,18,1,17,1,215,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,19,1,18,1,423,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,20,1,19,1,412,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,21,1,20,1,144,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,22,1,21,1,264,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,23,1,22,1,784,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,24,1,23,1,207,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,25,1,24,1,179,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,26,1,25,1,461,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,27,1,26,1,335,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,28,1,27,1,175,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,29,1,28,1,120,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,30,1,29,1,335,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,31,1,30,2,277,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,32,1,31,1,135,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,33,1,32,1,232,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,34,1,33,1,242,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,35,1,34,1,188,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,36,1,35,3,1206,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,37,1,36,1,533,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,38,1,37,1,247,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,39,1,38,1,676,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,40,1,39,1,251,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,41,1,40,1,55,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,42,1,41,2,621,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,43,1,42,1,386,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,3,44,1,43,1,1565,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,1,1,0,1,234,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,2,1,1,1,327,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,3,1,2,1,109,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,4,1,3,1,354,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,5,1,4,1,304,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,6,1,5,1,437,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,7,1,6,1,187,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,8,1,7,1,457,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,9,1,8,1,379,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,10,1,9,1,469,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,11,1,10,1,263,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,12,1,11,1,358,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,13,1,12,1,326,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,14,1,13,1,206,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,15,1,14,1,175,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,16,1,15,1,398,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,17,1,16,1,378,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,18,1,17,1,288,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,19,1,18,1,323,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,20,2,0,1,158,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,21,2,1,3,793,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,22,2,2,1,438,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,23,2,3,1,373,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,24,2,4,2,460,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,25,2,5,1,131,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,26,2,6,1,179,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,27,2,7,1,259,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,28,2,8,1,171,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,29,2,9,2,444,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,30,2,10,5,1742,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,31,2,11,1,468,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,32,2,12,1,71,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,33,2,13,1,270,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,34,2,14,1,66,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,35,2,15,1,60,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,36,2,16,1,37,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cd82-fb555c5d,4,37,2,17,1,0,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cn04-2fe56bfb,0,1,1,0,1,471,1,1,1,0,0,0,0,1,0
20260831_083143_remove_model_headings_and_game_priors,cn04-2fe56bfb,0,2,1,1,1,323,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cn04-2fe56bfb,0,3,1,2,2,1000,1,1,0,0,0,1,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cn04-2fe56bfb,0,4,1,3,1,309,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cn04-2fe56bfb,0,5,2,0,1,666,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cn04-2fe56bfb,0,6,2,1,2,646,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cn04-2fe56bfb,0,7,2,2,1,96,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cn04-2fe56bfb,0,8,2,3,1,129,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cn04-2fe56bfb,0,9,2,4,1,65,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cn04-2fe56bfb,0,10,2,5,1,169,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cn04-2fe56bfb,0,11,2,6,20,6369,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cn04-2fe56bfb,0,12,2,7,1,499,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cn04-2fe56bfb,0,13,2,8,2,599,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cn04-2fe56bfb,1,1,1,0,1,422,1,1,1,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cn04-2fe56bfb,1,2,1,1,1,504,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cn04-2fe56bfb,1,3,1,2,1,623,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cn04-2fe56bfb,1,4,1,3,1,543,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cn04-2fe56bfb,1,5,1,4,1,766,1,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cn04-2fe56bfb,1,6,1,5,1,325,0,0,0,0,0,0,0,0,0
20260831_083143_remove_model_headings_and_game_priors,cn04-2fe56bfb,1,7,1,6,1,434,0,0,0,0,0,0,0,0,0
